ID_EQ_ESP;NOME;NOME_POPULAR;TIPO;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;REF_LOGRADOURO;GEOMETRIA;GESTOR_EQUIP_ESPORT
1316;CACHOEIRINHA;;CAMPO DE FUTEBOL;RUA;FERREIRA BRETAS;211.0;;PALMARES; ;POINT (610794.98 7802420.44);
2681;CERSAM AD NORDESTE;;QUADRA DE PETECA;RUA;ANDIROBA;600.0;;SÃO PAULO; ;POINT (612513.27 7803037.88);
1308;BEIRA LIXO;;CAMPO DE FUTEBOL;RODOVIA;PRESIDENTE JUSCELINO KUBITSCHEK;354.0;;CALIFÓRNIA; ;POINT (602757.96 7796921.75);
1282;CAMPO VERDE;;CAMPO DE FUTEBOL;TRAVESSA;PRACA DOS ESPORTES;50.0;;VILA AEROPORTO; ;POINT (610216.28 7805083.56);
2565;ACADEMIA DA PRAÇA LEONARDO GUTIERREZ;;ACADEMIA A CÉU ABERTO;PRACA;LEONARDO GUTIERREZ;100.0;;GUTIERREZ; ;POINT (608866.40 7795255.29);
2621;TRINCHEIRA CELSO MELLO DE AZEVEDO (CFS);;CAMPO DE FUTEBOL SOCIETY;RUA;JURITI;394.0;;NOVA CACHOEIRINHA; ;POINT (609729.35 7800834.82);
2622;TRINCHEIRA CELSO MELLO DE AZEVEDO (QRec);;QUADRA DE PETECA;RUA;JURITI;394.0;;NOVA CACHOEIRINHA; ;POINT (609747.85 7800817.60);
2623;TRINCHEIRA CELSO MELLO DE AZEVEDO (QPol);;QUADRA RECREATIVA;RUA;JURITI;394.0;;NOVA CACHOEIRINHA; ;POINT (609741.03 7800870.41);
1315;ESTÁDIO WILSON DA SILVA PIAZZA;INCONFIDÊNCIA;CAMPO DE FUTEBOL;RUA;JUNDIAI;289.0;A;VILA TIRADENTES; ;POINT (610853.00 7799335.09);
1644;ACADEMIA DA RUA PAIVA;;ACADEMIA A CÉU ABERTO;RUA;PAIVA;100.0;;VISTA ALEGRE; ;POINT (604645.65 7793585.63);
1224;PRAÇA JOSÉ DE MAGALHÃES;;QUADRA DE FUTSAL;RUA;MARIA FRANCISCA;4.0;;BOA VISTA; ;POINT (614456.07 7799763.48);
1252;JARDIM LEBLON;;CAMPO DE FUTEBOL;RUA;VISCONDE DE ITABORAI;275.0;;JARDIM LEBLON; ;POINT (606079.42 7807112.41);
1311;PEDREIRA PRADO LOPES;CENTRO ESPORTIVO SÃO CRISTÓVÃO;CAMPO DE FUTEBOL SOCIETY;RUA;PEDRO LESSA;506.0;;PEDREIRA PRADO LOPES; ;POINT (609863.58 7798888.59);
1955;HAVAÍ FUTEBOL CLUBE (QF);;QUADRA DE FUTSAL;TRAVESSA;UM MIL TREZENTOS E VINTE E QUATRO;10083.0;;BETÂNIA; ;POINT (605059.53 7792683.15);
1956;HAVAÍ FUTEBOL CLUBE (QP);;QUADRA DE PETECA;TRAVESSA;UM MIL TREZENTOS E VINTE E QUATRO;10083.0;;BETÂNIA; ;POINT (605049.49 7792698.97);
1957;HAVAÍ FUTEBOL CLUBE (CF);;CAMPO DE FUTEBOL;TRAVESSA;UM MIL TREZENTOS E VINTE E QUATRO;10083.0;;BETÂNIA; ;POINT (605015.59 7792625.39);
1326;SAGA ;;CAMPO DE FUTEBOL;RUA;CIRCULAR;755.0;;SÃO GABRIEL; ;POINT (613818.91 7804263.42);
2003;MANCHESTER (QF);;QUADRA DE FUTSAL;RUA;JOVIANO COELHO JUNIOR;100.0;;RIO BRANCO; ;POINT (606816.15 7808649.26);
2004;MANCHESTER (CF);;CAMPO DE FUTEBOL;RUA;JOVIANO COELHO JUNIOR;100.0;;RIO BRANCO; ;POINT (606835.01 7808709.32);
1585;ACADEMIA DO CERSAM NOROESTE;;ACADEMIA A CÉU ABERTO;RUA;CAMARUGI;10.0;;PADRE EUSTÁQUIO; ;POINT (607779.30 7797578.33);
1255;SÃO JOÃO BATISTA;;QUADRA DE FUTSAL;BECO;DO CAMPO;77.0;;VILA SÃO JOÃO BATISTA; ;POINT (608881.60 7807976.97);
1304;GALO ESPORTIVO DOM BOSCO;;CAMPO DE FUTEBOL;RUA;ALPINOPOLIS;84.0;;DOM CABRAL; ;POINT (605101.71 7797206.42);
1226;PRAÇA DA PUC BARREIRO 2 (RUA GERSON COELHO);CRISTO REINA;PISTA DE SKATE;RUA;GERSON COELHO;116.0;;BARREIRO; ;POINT (602128.71 7790961.23);
2567;ACADEMIA DA PRAÇA DA ALVORADA;;ACADEMIA A CÉU ABERTO;PRACA;DA ALVORADA;89.0;P;MINASCAIXA; ;POINT (609526.73 7809286.63);
2061;VILA OLHOS D'ÁGUA;;CAMPO DE FUTEBOL SOCIETY;RUA;DEZ;143.0;;OLHOS D'ÁGUA; ;POINT (608177.20 7788694.54);
1317;PARQUE FERNÃO DIAS;;CAMPO DE FUTEBOL SOCIETY;RUA;NEIDE;33.0;;FERNÃO DIAS; ;POINT (613692.98 7802155.7);
1433;ACADEMIA DO PARQUE FERNÃO DIAS;;ACADEMIA A CÉU ABERTO;RUA;NEIDE;33.0;;FERNÃO DIAS; ;POINT (613682.17 7802181.35);
2121;PARQUE FERNÃO DIAS;;QUADRA POLIESPORTIVA;RUA;NEIDE;33.0;;FERNÃO DIAS; ;POINT (613749.93 7802315.02);
2141;PARQUE FERNÃO DIAS;;QUADRA DE PETECA;RUA;NEIDE;33.0;;FERNÃO DIAS; ;POINT (613730.50 7802308.10);
1228;AVENIDA OCEANO ATLÂNTICO;;CAMPO DE FUTEBOL SOCIETY;AVENIDA;OCEANO ATLANTICO;695.0;;SERRA VERDE; ;POINT (608716.57 7810916.22);
1293;JARDIM FELICIDADE;;CAMPO DE FUTEBOL;AVENIDA;LUCAS DE OLIVEIRA;1200.0;;JARDIM FELICIDADE; ;POINT (611875.41 7807833.18);
1840;PARQUE AMÉRICO RENNÉ GIANETTI (QPol);;QUADRA POLIESPORTIVA;AVENIDA;AFONSO PENA;1377.0;;CENTRO; ;POINT (611612.69 7796541.72);
1841;PARQUE AMÉRICO RENNÉ GIANETTI (QT);;QUADRA DE TÊNIS;AVENIDA;AFONSO PENA;1377.0;;CENTRO; ;POINT (611507.37 7796640.74);
1759;ACADEMIA DO PARQUE AMÉRICO RENNÉ GIANNETTI;;ACADEMIA A CÉU ABERTO;AVENIDA;AFONSO PENA;1377.0;;CENTRO; ;POINT (611355.94 7796857.98);
1225;PARQUE JULIEN RIEN;;PISTA DE SKATE;AVENIDA;DOS BANDEIRANTES;917.0;;ANCHIETA; ;POINT (612333.8 7793357.17);
1349;VILA PINHO;;CAMPO DE FUTEBOL SOCIETY;AVENIDA;JOSE DUTRA FILHO;301.0;;SOLAR DO BARREIRO; ;POINT (602623.85 7787511.4);
1642;ACADEMIA DO PARQUE JACQUES COUSTEAU;;ACADEMIA A CÉU ABERTO;RUA;AUGUSTO JOSE DOS SANTOS;366.0;;ESTRELA DO ORIENTE; ;POINT (605688.22 7792028.88);
1270;BETÂNIA ESPORTE CLUBE;ESTÁDIO OSVALDO FARIA, PARQUE JACQUES COUSTEAU;CAMPO DE FUTEBOL;RUA;AUGUSTO JOSE DOS SANTOS;150.0;;ESTRELA DO ORIENTE; ;POINT (605609.56 7792085.54);
1271;ESTRELA DO ORIENTE;PARQUE JACQUES COUSTEAU;CAMPO DE FUTEBOL;RUA;AUGUSTO JOSE DOS SANTOS;640.0;;ESTRELA DO ORIENTE; ;POINT (606013.06 7791582.58);
2005;PARQUE DO BAIRRO JARDIM LEBLON (QPol);;QUADRA POLIESPORTIVA;RUA;MARIA ALINE LOPES;19.0;;RIO BRANCO; ;POINT (605842.44 7808053.07);
2006;PARQUE DO BAIRRO JARDIM LEBLON (QA);;CAMPO DE FUTEBOL SOCIETY;RUA;MARIA ALINE LOPES;19.0;;RIO BRANCO; ;POINT (605843.25 7808009.40);
2008;PARQUE DO BAIRRO JARDIM LEBLON (PS);;PISTA DE SKATE;RUA;MARIA ALINE LOPES;19.0;;RIO BRANCO; ;POINT (605854.61 7807993.81);
1397;ACADEMIA DO PARQUE DO BAIRRO JARDIM LEBLON;;ACADEMIA A CÉU ABERTO;RUA;MARIA ALINE LOPES;19.0;;RIO BRANCO; ;POINT (605834.59 7808048.33);
1319;QUADRA DE ESPORTES SÃO MARCOS;;GINÁSIO;RUA;MARIA APARECIDA;174.0;;SÃO MARCOS; ;POINT (613873.01 7802604.32);
1348;CDI;COMPANHIA DESENVOLVIMENTO DAS INDÚSTRIAS;CAMPO DE FUTEBOL;RUA;NAIR CAMILLO DOS REIS;300.0;;CDI JATOBÁ; ;POINT (600471.42 7788853.38);
1974;CONFISCO (QF);PARQUE DO CONFISCO;QUADRA DE FUTSAL;RUA;CECILIA MAGALHAES GOMES;126.0;;CONFISCO; ;POINT (602745.94 7803063.37);
1975;CONFISCO (QP1);PARQUE DO CONFISCO;QUADRA DE PETECA;RUA;CECILIA MAGALHAES GOMES;126.0;;CONFISCO; ;POINT (602762.74 7803058.73);
1976;CONFISCO (QP2);PARQUE DO CONFISCO;QUADRA DE PETECA;RUA;CECILIA MAGALHAES GOMES;126.0;;CONFISCO; ;POINT (602773.69 7803059.93);
1977;CONFISCO (CF);PARQUE DO CONFISCO;CAMPO DE FUTEBOL;RUA;CECILIA MAGALHAES GOMES;126.0;;CONFISCO; ;POINT (602796.04 7803140.16);
1871;CONJUNTO SANTA MARIA (QF);;QUADRA DE FUTSAL;RUA;GENTIOS;1525.0;;CONJUNTO SANTA MARIA; ;POINT (608747.57 7793613.82);
1872;CONJUNTO SANTA MARIA (CF);;CAMPO DE FUTEBOL;RUA;GENTIOS;1525.0;;CONJUNTO SANTA MARIA; ;POINT (608789.04 7793581.13);
1220;RUA GASTÃO DA CUNHA;;QUADRA DE FUTSAL;RUA;GASTAO DA CUNHA;199.0;;SÃO JORGE II; ;POINT (608675.25 7794672.47);
1910;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (QV);MATADOURO;QUADRA DE VÔLEI;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612890.22 7802959.84);
1911;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (CF);MATADOURO;CAMPO DE FUTEBOL;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612851.30 7803333.09);
1912;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (PS);MATADOURO;PISTA DE SKATE;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612858.73 7802980.00);
1903;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (QF);MATADOURO;QUADRA DE FUTSAL;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612915.09 7802912.03);
1904;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (QPol);MATADOURO;QUADRA POLIESPORTIVA;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612901.04 7803269.43);
1905;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (QP1);MATADOURO;QUADRA DE PETECA;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612910.75 7802958.16);
1906;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (QP2);MATADOURO;QUADRA DE PETECA;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612901.90 7802958.36);
1907;PARQUE PROFESSOR GUILHERME DE AZEVEDO LAGE (QP3);MATADOURO;QUADRA DE PETECA;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612882.82 7803269.53);
1435;ACADEMIA DO PARQUE PROFESSOR GUILHERME LAGE;;ACADEMIA A CÉU ABERTO;RUA;PADRE JOSE ALVES;665.0;;EYMARD; ;POINT (612927.74 7803098.01);
1802;CENTRO ESPORTIVO BAIRRO MILIONÁRIOS (QPolAberta);;QUADRA POLIESPORTIVA;RUA;DAVID FONSECA;1386.0;;MILIONÁRIOS; ;POINT (604440.84 7790117.44);
1808;CENTRO ESPORTIVO BAIRRO MILIONÁRIOS (QPolCoberta);;QUADRA POLIESPORTIVA;RUA;DAVID FONSECA;1386.0;;MILIONÁRIOS; ;POINT (604455.00 7790089.13);
1241;CENTRO ESPORTIVO BAIRRO MILIONÁRIOS;;CAMPO DE FUTEBOL;RUA;DAVID FONSECA;1386.0;;MILIONÁRIOS; ;POINT (604484.25 7790124.88);
1713;ACADEMIA DO CENTRO ESPORTIVO BAIRRO MILIONÁRIOS;;ACADEMIA A CÉU ABERTO;RUA;DAVID FONSECA;1386.0;;MILIONÁRIOS; ;POINT (604471.0 7790067.0);
1817;PARQUE ECOLÓGICO PADRE ALFREDO SABETTA (QPol);PARQUE TEIXEIRA DIAS;QUADRA POLIESPORTIVA;RUA;ANTONIO TEIXEIRA DIAS;1001.0;;TEIXEIRA DIAS; ;POINT (602486.96 7790079.64);
1816;PARQUE ECOLÓGICO PADRE ALFREDO SABETTA (CFS);PARQUE TEIXEIRA DIAS;CAMPO DE FUTEBOL SOCIETY;RUA;ANTONIO TEIXEIRA DIAS;1001.0;;TEIXEIRA DIAS; ;POINT (602492.21 7790131.64);
1352;CONJUNTO TÚNEL IBIRITÉ;;QUADRA POLIESPORTIVA;RUA;SILVERIA DE ALMEIDA E SILVA;111.0;;TÚNEL DE IBIRITÉ; ;POINT (599739.13 7789540.34);
1922;SENHOR BOM JESUS (QPol);;QUADRA POLIESPORTIVA;RUA;TERESINA;320.0;;BOM JESUS; ;POINT (609475.90 7799451.51);
1923;SENHOR BOM JESUS (QP);;QUADRA DE PETECA;RUA;TERESINA;320.0;;BOM JESUS; ;POINT (609483.00 7799424.12);
1218;GALO DE OURO;;CAMPO DE FUTEBOL;RUA;TIA NADIR;55.0;;VISTA DO SOL; ;POINT (616185.38 7804606.59);
1312;PRAÇA MADECAUS;;QUADRA DE FUTSAL;RUA;RODRIGUES DO PRADO;55.0;;ERMELINDA; ;POINT (608763.58 7800968.11);
1350;PRAÇA JOSÉ VERANO DA SILVA;PRAÇA DA FEBEM;QUADRA DE FUTSAL;ALAMEDA;LOUZAK;55.0;;MIRAMAR; ;POINT (603919.33 7788728.07);
1481;ACADEMIA DO CRAS CALIFÓRNIA;;ACADEMIA A CÉU ABERTO;AVENIDA;AVAI;700.0;;VILA CALIFÓRNIA; ;POINT (603841.44 7797185.12);
1890;RIVIERA (QPol1Aberta);PARQUE LINEAR VALE DO ARRUDAS;QUADRA POLIESPORTIVA;RUA;ITAGUA;360.0;;ALTO VERA CRUZ; ;POINT (616072.61 7798725.18);
1891;RIVIERA (QPol2Coberta);PARQUE LINEAR VALE DO ARRUDAS;QUADRA POLIESPORTIVA;RUA;ITAGUA;360.0;;ALTO VERA CRUZ; ;POINT (616095.47 7798728.82);
1892;RIVIERA (CF);PARQUE LINEAR VALE DO ARRUDAS;CAMPO DE FUTEBOL;RUA;ITAGUA;360.0;;ALTO VERA CRUZ; ;POINT (616098.93 7798692.80);
1261;PRAÇA MANOEL BATISTA BAIA;;QUADRA DE PETECA;RUA;LISIO BARRETO;323.0;;ARAGUAIA; ;POINT (606405.76 7810311.77);
2081;RUA CORONEL ROBSON ZAMPROGNO;;QUADRA DE FUTSAL;RUA;CORONEL ROBSON ZAMPROGNO;11.0;;GRANJA DE FREITAS; ;POINT (617319.07 7798111.04);
2753;QUADRINHA DA RUA VIVINA;;QUADRA RECREATIVA;RUA;VIVINA FARIA DO NASCIMENTO;340.0;;SENHOR DOS PASSOS; ;POINT (610153.00 7798475.41);
2101;RUA MARIA DO ROSÁRIO;;QUADRA DE FUTSAL;RUA;MONSENHOR PAULO BRASIL;169.0;;CABANA DO PAI TOMÁS; ;POINT (604827.18 7793695.88);
1289;MADALENA;;CAMPO DE FUTEBOL SOCIETY;RUA;JUVENIL BARBOSA DA SILVA;139.0;;JARDIM FELICIDADE; ;POINT (612460.49 7807113.05);
1222;PRAÇA PADRE HERMANO DONKER;;PISTA DE SKATE;RUA;JACAREI;760.0;;PINDORAMA; ;POINT (602384.42 7798025.49);
1236;PARQUE ECOLÓGICO JARDIM VITÓRIA;;CAMPO DE FUTEBOL SOCIETY;RUA;ARMINDO GONCALVES FERREIRA;5.0;;JARDIM VITÓRIA; ;POINT (617067.45 7804644.65);
2563;ACADEMIA DO PARQUE ECOLÓGICO JARDIM VITÓRIA;;ACADEMIA A CÉU ABERTO;RUA;ARMINDO GONCALVES FERREIRA;5.0;;JARDIM VITÓRIA; ;POINT (617081.29 7804647.55);
1240;CAMPO BONSUCESSO;;CAMPO DE FUTEBOL SOCIETY;RUA;DA IGREJA;147.0;;BONSUCESSO; ;POINT (605528.93 7790350.56);
1915;PRAÇA ISMAEL DE OLIVEIRA FÁBREGAS (QF);;QUADRA DE FUTSAL;PRACA;ISMAEL DE OLIVEIRA FABREGAS;150.0;;SILVEIRA; ;POINT (611788.14 7800477.15);
1916;PARQUE MUNICIPAL ISMAEL DE OLIVEIRA FÁBREGAS;;PISTA DE SKATE;PRACA;ISMAEL DE OLIVEIRA FABREGAS;150.0;;SILVEIRA; ;POINT (611773.72 7800457.03);
1507;ACADEMIA DA PRAÇA ISMAEL DE OLIVEIRA FÁBREGAS;;ACADEMIA A CÉU ABERTO;PRACA;ISMAEL DE OLIVEIRA FABREGAS;400.0;;SILVEIRA; ;POINT (611731.13 7800422.52);
1239;VILA SENHOR DOS PASSOS;;QUADRA DE FUTSAL;BECO;AMEDISTA;85.0;;SENHOR DOS PASSOS; ;POINT (610019.52 7798478.80);
2564;ACADEMIA DO PARQUE REAL;;ACADEMIA A CÉU ABERTO;RUA;TRES MIL E SETENTA E QUATRO;301.0;;PAULO VI; ;POINT (616455.05 7805506.76);
2707;PARQUE REAL (PS);;PISTA DE SKATE;RUA;TRES MIL E SETENTA E QUATRO;201.0;;PAULO VI; ;POINT (616440.01 7805523.37);
2708;PARQUE REAL (QPol);;QUADRA POLIESPORTIVA;RUA;TRES MIL E SETENTA E QUATRO;201.0;;PAULO VI; ;POINT (616408.75 7805537.53);
2709;PARQUE REAL (QRec1) - Quadra de areia;;QUADRA RECREATIVA;RUA;TRES MIL E SETENTA E QUATRO;201.0;;PAULO VI; ;POINT (616414.51 7805521.36);
2710;PARQUE REAL (QRec2) - Quadra de areia;;QUADRA RECREATIVA;RUA;TRES MIL E SETENTA E QUATRO;201.0;;PAULO VI; ;POINT (616416.18 7805512.33);
2401;CAMPINHO DA RUA ALINE;CAMPINHO DA ASSOCIAÇÃO DESENVOLVIMENTO PINDORAMA;CAMPO DE FUTEBOL SOCIETY;RUA;ALINE;845.0;;PINDORAMA; ;POINT (602362.25 7798162.42);
1353;QUADRA POLIESPORTIVA LINDÉIA;QUADRA DO LINDÉIA;GINÁSIO;RUA;DAS PETUNIAS;547.0;;LINDÉIA; ;POINT (599206.03 7791084.86);
1291;ESTÁDIO ISAÍAS GHOLGUER;TUPINENSE;CAMPO DE FUTEBOL;RUA;NELSON HUNGRIA;1001.0;;TUPI A; ;POINT (612852.51 7806258.42);
1818;FLÁVIO MARQUES LISBOA (CFS);POEIRÃO;CAMPO DE FUTEBOL SOCIETY;RUA;DOUTOR CRISTIANO REZENDE;3003.0;;FLÁVIO MARQUES LISBOA; ;POINT (604546.90 7788945.88);
1819;FLÁVIO MARQUES LISBOA (QF);POEIRÃO;QUADRA DE FUTSAL;RUA;DOUTOR CRISTIANO REZENDE;3003.0;;FLÁVIO MARQUES LISBOA; ;POINT (604521.33 7788929.20);
2361;FLÁVIO MARQUES LISBOA (QR);;QUADRA RECREATIVA;RUA;DOUTOR CRISTIANO REZENDE;3003.0;;FLÁVIO MARQUES LISBOA; ;POINT (604541.92 7788913.48);
1573;ACADEMIA DO GINÁSIO POLIESPORTIVO JAIR FLOSINO DOS;;ACADEMIA A CÉU ABERTO;RUA;PROFESSOR CARLOS DE ALMEIDA;105.0;;MONTE AZUL; ;POINT (615795.37 7808292.29);
1290;GINÁSIO POLIESPORTIVO JAIR FLOSINO DOS REIS;GINÁSIO DO MONTE AZUL;GINÁSIO;RUA;PROFESSOR CARLOS DE ALMEIDA;105.0;;MONTE AZUL; ;POINT (615808.23 7808283.43);
1267;SANTA TEREZINHA;SETE ESTRELAS, IMPERIAL;CAMPO DE FUTEBOL SOCIETY;AVENIDA;PROFESSOR CLOVIS SALGADO;790.0;;BANDEIRANTES; ;POINT (604150.85 7803244.47);
1300;PASTORIL;;CAMPO DE FUTEBOL;AVENIDA;SANTA MATILDE;299.0;;DOM CABRAL; ;POINT (604734.17 7796664.35);
1873;JOÃO AMAZONAS (QPol);MARIANO DE ABREU, PEDREIRA II;QUADRA POLIESPORTIVA;BECO;TRES MIL SETECENTOS E TRES;139.0;;MARIANO DE ABREU; ;POINT (616118.47 7799660.19);
1879;JOÃO AMAZONAS (CF);MARIANO DE ABREU, PEDREIRA II;CAMPO DE FUTEBOL;BECO;TRES MIL SETECENTOS E TRES;139.0;;MARIANO DE ABREU; ;POINT (616157.03 7799730.09);
1327;PAULO VI;;CAMPO DE FUTEBOL;RUA;NEBLINA;120.0;;CONJUNTO PAULO VI; ;POINT (616569.62 7806639.85);
2725;PAULO VI;;PISTA DE SKATE;RUA;NEBLINA;120.0;;CONJUNTO PAULO VI; ;POINT (616506.27 7806662.25);
1227;PRAÇA DA PUC BARREIRO 1 (DOM JOÃO RESENDE COSTA);;PISTA DE SKATE;AVENIDA;AFONSO VAZ DE MELO;1000.0;;BARREIRO; ;POINT (602041.57 7790886.82);
1298;CENTRO DE REFERÊNCIA ESPORTIVA PARA PPD - CREPPD;;QUADRA POLIESPORTIVA;AVENIDA;NOSSA SENHORA DE FATIMA;2283.0;;CARLOS PRATES; ;POINT (609683.21 7797604.44);
2183;CENTRO DE REFERÊNCIA ESPORTIVA PARA PPD - CREPPD;;PISCINA;AVENIDA;NOSSA SENHORA DE FATIMA;2283.0;;CARLOS PRATES; ;POINT (609662.30 7797588.86);
1302;PRAÇA ADALMO PASSOS LOPES;PRAÇA DO FUTURO;QUADRA DE FUTSAL;PRACA;ADALMO PASSOS LOPES;55.0;;PINDORAMA; ;POINT (602680.79 7797949.02);
1237;VILA CALIFÓRNIA;;CAMPO DE FUTEBOL SOCIETY;RUA;AROEIRA NEVES;501.0;;CALIFÓRNIA; ;POINT (603635.73 7797418.81);
1246;RUA DO BRÁS;;QUADRA DE FUTSAL;RUA;DO BRAS;407.0;;VILA PIRATININGA; ;POINT (599091.69 7789528.8);
1217;PRAÇA JOÃO ALVES;MANGUEIRA, FURACÃO;PISTA DE SKATE;AVENIDA;VILARINHO;5355.0;;MANTIQUEIRA; ;POINT (606516.38 7809963.73);
2341;CRAS MORRO DAS PEDRAS;;QUADRA POLIESPORTIVA;AVENIDA;SILVA LOBO;2369.0;;GRAJAÚ; ;POINT (608488.98 7794504.90);
1356;COMERCIAL ESPORTE CLUBE;;CAMPO DE FUTEBOL;AVENIDA;SINFRONIO BROCHADO;1053.0;;BARREIRO; ;POINT (602236.92 7790627.03);
1266;PAQUETÁ;PRUDENTINO;CAMPO DE FUTEBOL SOCIETY;RUA;JOAO PROCOPIO DE CARVALHO;65.0;;PAQUETÁ; ;POINT (605721.51 7800193.86);
2641;ROMERO GOMES VIEIRA;;QUADRA POLIESPORTIVA;RUA;ROMERO GOMES VIEIRA;595.0;;VILA MANGUEIRAS; ;POINT (600756.62 7786405.94);
1512;ACADEMIA DO PARQUE ECOLÓGICO E CULTURAL PROF. MARC;;ACADEMIA A CÉU ABERTO;RUA;DEPUTADO BERNARDINO DE SENA FIGUEIREDO;1022.0;;CIDADE NOVA; ;POINT (612923.26 7800341.88);
1970;ENGENHO NOGUEIRA (QPol);;QUADRA POLIESPORTIVA;RUA;JOAO MARTINS DE SOUZA;160.0;;ENGENHO NOGUEIRA; ;POINT (606617.39 7800753.27);
1971;ENGENHO NOGUEIRA (QP);;QUADRA DE PETECA;RUA;JOAO MARTINS DE SOUZA;160.0;;ENGENHO NOGUEIRA; ;POINT (606640.94 7800764.84);
1232;PRAÇA JARDIM SÃO JOSÉ;;QUADRA DE FUTSAL;AVENIDA;JOAO XXIII;1001.0;;MANACÁS; ;POINT (605100.86 7799256.39);
2381;CERSAM AD PAMPULHA NOROESTE;;QUADRA POLIESPORTIVA;AVENIDA;JOAO XXIII;1253.0;;MANACÁS; ;POINT (605376.85 7799220.86);
2441;CAMPO SERRA VERDE;;CAMPO DE FUTEBOL SOCIETY;RUA;GUIDO LEAO;520.0;;SERRA VERDE; ;POINT (609388.33 7810805.82);
2426;CAMPO PARQUE DO RIBEIRO;;CAMPO DE FUTEBOL SOCIETY;RUA;ANTONIO RIBEIRO DE ABREU;875.0;;RIBEIRO DE ABREU; ;POINT (614681.62 7806512.82);
1658;ACADEMIA DO MUNICIPAL DO PARQUE DO BAIRRO TREVO;ESTRELA AZUL;ACADEMIA A CÉU ABERTO;RUA;COMENDADOR BARBOSA MELO;25.0;;TREVO; ;POINT (603725.31 7806593.72);
1960;PARQUE DO BAIRRO TREVO (QPol);ESTRELA AZUL;QUADRA POLIESPORTIVA;RUA;COMENDADOR BARBOSA MELO;25.0;;TREVO; ;POINT (603805.87 7806518.65);
1961;PARQUE DO BAIRRO TREVO (CF);ESTRELA AZUL;CAMPO DE FUTEBOL;RUA;COMENDADOR BARBOSA MELO;25.0;;TREVO; ;POINT (603756.45 7806539.80);
1258;PRAÇA ANCARA;REPÚBLICA TCHECA, PRAÇA 3.719;CAMPO DE FUTEBOL SOCIETY;RUA;REPUBLICA TCHECA;165.0;;LETÍCIA; ;POINT (607296.51 7810003.02);
2021;PRAÇA DO CANAL (Q2);;QUADRA DE FUTSAL;RUA;ANTONIO PEIXOTO GUIMARAES;189.0;;MONSENHOR MESSIAS; ;POINT (607343.60 7797997.36);
1309;PRAÇA DO CANAL (Q1);;QUADRA DE FUTSAL;RUA;ANTONIO PEIXOTO GUIMARAES;189.0;;MONSENHOR MESSIAS; ;POINT (607333.39 7798035.57);
1233;CONJUNTO CALIFÓRNIA;;QUADRA POLIESPORTIVA;RUA;JOSE CLAUDIO SANCHES;620.0;;CALIFÓRNIA; ;POINT (602869.64 7796218.52);
1662;ACADEMIA DO PARQUE AGGEO PIO SOBRINHO;;ACADEMIA A CÉU ABERTO;AVENIDA;PROFESSOR MARIO WERNECK;2691.0;;BURITIS; ;POINT (607632.54 7790802.88);
1269;PARQUE AGGEO PIO SOBRINHO;;QUADRA POLIESPORTIVA;AVENIDA;PROFESSOR MARIO WERNECK;2691.0;;BURITIS; ;POINT (607641.02 7790762.69);
1378;ACADEMIA DO CENTRO DE SAÚDE JARDIM EUROPA;;ACADEMIA A CÉU ABERTO;RUA;EDIMBURGO;140.0;;EUROPA; ;POINT (608178.36 7810247.63);
1299;REUNIDOS ESPORTE CLUBE;;CAMPO DE FUTEBOL;RUA;BARAO DE GUAXUPE;775.0;;ALTO DOS PINHEIROS; ;POINT (604456.41 7795630.92);
1842;PARQUE DAS MANGABEIRAS (PS1);;PISTA DE SKATE;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614453.26 7793715.40);
1843;PARQUE DAS MANGABEIRAS (PS2);;PISTA DE SKATE;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614480.08 7793675.56);
1844;PARQUE DAS MANGABEIRAS (QPol1);;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614402.24 7793624.21);
1845;PARQUE DAS MANGABEIRAS (QPol2);;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614424.99 7793604.74);
